Zero-Crossing Rate,Spectral Centroid,Spectral Rolloff,Spectral Contrast 0,Spectral Contrast 1,Spectral Contrast 2,Spectral Contrast 3,Spectral Contrast 4,Spectral Contrast 5,Spectral Contrast 6,MFCC 0,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,Chroma 0,Chroma 1,Chroma 2,Chroma 3,Chroma 4,Chroma 5,Chroma 6,Chroma 7,Chroma 8,Chroma 9,Chroma 10,Chroma 11,class
0.124267578125,2006.2855128626977,2793.1640625,18.771388857788814,10.467657110978111,20.577827012790266,16.808351868060946,20.245294831248867,20.715359685896683,45.38796822281227,-217.35526,70.22338,-130.38527,-53.282898,-21.19913,-22.677622,-10.85597,18.294254,6.652703,14.324025,-12.167682,2.276837,-17.77919,0.49364567,0.42156512,0.1854786,0.102604456,0.12291316,0.09191833,0.19513391,0.7304745,0.87285775,0.29317376,0.21233842,0.39259392,dog_bark
0.13815819183526012,2076.9087551274615,3927.1334785946533,12.454166092147783,10.77172087662897,14.771809907103219,15.632016193571388,18.379374528701522,22.364661998284692,49.88140596949012,-424.09818,109.34077,-52.919525,60.86475,0.24529225,17.347328,2.0955827,10.712965,-1.3986129,12.310798,-11.208863,21.075323,-9.490279,0.48043278,0.48363957,0.5430529,0.53610003,0.5553022,0.54590285,0.4493088,0.45885283,0.5187428,0.53824574,0.46006653,0.456345,children_playing
0.10153145321531792,1784.4156780716373,3624.797349169075,12.036750592124744,10.639768548008732,14.296681798420583,16.122375602710584,17.240362728185993,21.390776403534744,48.158600857881076,-458.79114,121.38419,-46.520657,52.00812,-0.00038398345,23.783813,8.749806,9.052491,-0.6364213,10.987134,-11.845445,14.543654,-3.8885195,0.5990601,0.6056926,0.51601285,0.45202592,0.56123406,0.6394028,0.56059265,0.4900129,0.4349332,0.4871274,0.54710555,0.52723783,children_playing
0.1284207911849711,2173.43343553771,4326.929134302745,12.266846411133422,11.326465705262194,17.869791526989953,15.984218270660183,17.38557206564165,23.05420615948942,47.66272799820972,-413.89984,101.66373,-35.42945,53.036358,1.5202174,14.886695,2.8787065,7.6312943,-2.215483,9.920996,-12.681758,21.822235,-6.7128434,0.5282308,0.5674099,0.4978277,0.50654745,0.44603646,0.3504457,0.3188379,0.37960878,0.40050873,0.42156604,0.43000233,0.45676985,children_playing
0.1176673139450867,1949.3000410956968,3880.084052113439,12.565365199811238,11.158494374562977,14.112202198324503,15.43705696695536,17.405333369188313,21.269559617495883,47.93309744671126,-446.60352,113.68541,-52.402206,60.302044,2.7794278,25.073841,2.80338,10.1437,3.03492,10.420083,-14.748561,17.395037,-4.4634566,0.722282,0.70677114,0.5439937,0.4638022,0.46585578,0.44937408,0.45154974,0.5023992,0.43913782,0.4286791,0.5060491,0.6887938,children_playing
0.0729147850433526,1728.216741672532,3718.896202131503,13.81511342827213,11.48160927324844,13.681022429021136,15.519447557224023,15.854357574293301,19.00156823818628,48.33439619291097,-446.8255,117.01193,-33.7923,55.406204,2.847374,24.985865,6.027595,11.41605,-1.0825728,9.962143,-7.859337,13.918734,-1.8379968,0.63008726,0.62123114,0.58656406,0.5871183,0.57072777,0.5273562,0.48593068,0.50401306,0.4217397,0.4206774,0.48764232,0.6115922,children_playing
0.0725902050216763,1690.493879612044,3741.1762215498557,12.594674214274443,11.124917793910791,14.213814909874506,14.852809569256621,16.341101944134348,18.510263331284435,49.58495817035139,-476.60767,119.41842,-28.514036,55.966988,2.0862985,26.795017,0.78714556,11.947099,-1.6357965,11.153168,-8.696563,19.281616,-4.0659575,0.6762362,0.6744277,0.6618058,0.57960725,0.5312713,0.56913155,0.59763825,0.6120493,0.5567743,0.56221527,0.6195818,0.62895626,children_playing
0.07188177384393063,1742.7458403751386,3898.318816609465,13.044910333152632,10.949756843506314,13.803319079236177,14.44005658818694,16.589509943459078,17.875350387234445,48.19528814467114,-464.08258,116.31008,-28.82692,49.44204,-4.5637674,31.208353,7.1696935,16.191448,-1.7445767,13.571003,-9.407157,16.204025,-4.9584494,0.71802616,0.68191177,0.71938694,0.6825902,0.62416697,0.62568855,0.59204966,0.51804614,0.5167746,0.56802565,0.6311605,0.698599,children_playing
0.06662075505780347,1612.7129923703496,3568.350484329841,13.581210104657497,12.047760637957369,13.76127510632668,14.67357673187185,16.78372709236872,19.977430009264758,50.46530482602706,-471.3208,125.25887,-36.935383,57.428547,-1.5897717,28.194883,7.314047,13.306954,2.4893382,8.484501,-7.2755337,17.625027,-3.576474,0.775594,0.6990413,0.5936969,0.56332326,0.5548644,0.49861354,0.42978805,0.40223408,0.44222322,0.56169987,0.6547738,0.74592406,children_playing
0.10553850446428571,2054.009221913838,4477.752685546875,20.01727934535756,12.736581291214458,15.279867945276038,14.942301606902204,20.45107238763175,17.060027450652505,49.158600848990424,-196.822,113.993126,-13.813408,0.40220982,-20.145586,-4.7625513,-40.68413,4.171539,-18.973984,-3.0413852,-19.736597,7.505515,-21.69197,0.19460858,0.21045332,0.43354407,0.40437838,0.74655485,0.6962782,0.26295382,0.25783986,0.26803893,0.22285111,0.18682776,0.35778257,car_horn
0.12871518342391305,2162.277630468759,4202.953570822011,22.195930873412323,10.799450222282948,12.913694410969509,15.151153109237352,21.278768089165258,22.30298246740795,48.63838184254607,-203.38026,110.47649,-27.654587,13.878089,-25.771694,-11.791375,-24.84813,3.826014,-27.55837,9.07529,-20.859709,5.4129763,-24.00172,0.34902233,0.37718087,0.56841063,0.5223976,0.4598234,0.6502336,0.64846337,0.42644832,0.43700173,0.47658655,0.46767673,0.41479006,car_horn
0.18739149305555555,2508.1829637369883,4620.66650390625,20.449248680704606,12.54798362254939,14.010341684647758,14.567688081659364,18.448209377528542,27.953371019773737,53.129786069258174,-207.671,90.18287,-24.141148,28.216301,-24.57449,-6.4885635,-17.895145,0.9520175,-30.189344,8.100231,-18.511473,-7.057435,-8.82429,0.24630025,0.20417112,0.3498827,0.338201,0.34591126,0.38520268,0.24415472,0.23981163,0.90819657,0.3171591,0.3468227,0.29616928,car_horn
0.156640625,2316.3678175121627,4517.666015625,21.148056472330207,10.51685206866006,13.346203517865849,13.587655028397544,20.62415804262171,20.149069216200115,51.978929969092015,-204.53479,102.78963,-29.137644,26.669737,-20.635672,-3.221304,-22.681498,8.229565,-35.92895,10.638947,-17.448263,3.6160665,-22.986217,0.35932967,0.38585833,0.3810738,0.48072946,0.84588164,0.47285134,0.5228762,0.6429792,0.37200227,0.49621314,0.551082,0.4634362,car_horn
0.1970727237654321,3052.2391189392765,6333.021375868056,19.662152482868958,11.344808167222551,14.194649168115358,14.660674063793143,23.794316343776803,19.732194669460476,54.205478616478466,-120.24412,62.12232,-18.887354,18.433931,-5.916544,-8.303555,-29.590975,12.657234,-29.674198,2.6599364,-13.963857,6.6010804,-15.264175,0.21917002,0.3346081,0.5670733,0.4910081,0.5100664,0.23945813,0.51191115,0.30319008,0.27303728,0.29981372,0.25966853,0.22343814,car_horn
0.14706861903901733,2067.2349056561548,3312.6281385476877,14.508313084413407,11.03181599969515,16.573277668358283,16.990277127724195,17.982033676518043,22.43958592881397,49.45975806722879,-275.31586,100.645424,-89.9499,-5.526977,0.64747965,-13.4930935,-16.675074,2.8357506,-9.346228,15.258284,8.893581,12.549944,1.1306708,0.40962246,0.4211095,0.35550687,0.3692224,0.47385615,0.5888299,0.5841828,0.4706054,0.3859966,0.35074604,0.32751518,0.31344703,dog_bark
0.1528489658598266,2037.4793532476306,3088.894423997471,11.739739246520728,11.087319883352862,17.376644255633792,17.082393817585984,18.397000546783882,21.8285567890446,49.0396534337965,-293.82834,103.41273,-97.39571,-9.468022,4.640932,-16.13355,-18.445173,0.92705274,-10.409469,12.405935,9.6166115,13.326598,1.7680117,0.41631794,0.4286567,0.35185364,0.3236177,0.49547,0.722126,0.5963765,0.3413555,0.27882713,0.31535557,0.28152192,0.30127499,dog_bark
0.15289694725433525,2036.6358598676582,3144.53223785224,11.261175200703356,10.67743866227454,16.872835803733174,16.12903084557053,18.071511247812246,22.39172330527195,49.240814122414484,-301.52646,104.44432,-91.94205,-10.935776,7.5755434,-19.452179,-17.637695,-1.0321819,-6.573214,14.074793,8.440938,9.900667,1.2636961,0.36063108,0.4281012,0.4108949,0.3460185,0.42699808,0.59144455,0.53956455,0.46448535,0.37591287,0.38976666,0.34477705,0.3077103,dog_bark
0.14803671423410406,1967.6380618252883,2990.501377348266,11.405168161225076,10.339388093950506,18.36131030960265,17.46192666181191,18.773691387548524,23.053273003145286,49.087812165159235,-299.486,104.60504,-95.554756,-12.182784,9.4166975,-24.692446,-17.45743,-3.8422062,-4.608162,14.27255,13.117191,11.378782,0.3224915,0.31516019,0.37777746,0.3949062,0.32770562,0.36816993,0.5128816,0.62947136,0.54578966,0.33416387,0.31095582,0.3359921,0.3039821,dog_bark
0.1419487220014451,2075.2847717940012,3308.3339448609104,11.473885734123368,10.46598382521185,13.499016672444121,18.03033224084092,19.770569717486406,18.480538890403423,49.64536982128627,-324.31223,82.06247,-77.550125,-31.01982,12.589291,7.4691496,-1.0274392,7.664634,-4.1748943,-3.838659,1.8746423,6.2348733,8.138057,0.3574693,0.5823443,0.52028114,0.4031758,0.3377018,0.22115846,0.2949025,0.42889714,0.26914954,0.23614392,0.253502,0.26928803,dog_bark
0.12506209356936415,1890.0068541738008,3172.226675397399,11.350258568565351,11.263768961926035,15.467360219713871,17.135527787330645,21.49287719997974,17.90302886448488,48.809028626824976,-337.28345,112.484215,-71.09511,-42.135708,-0.34354421,1.638913,-12.835902,4.32413,1.4980031,16.051617,6.4718885,-5.1978345,-0.32842994,0.30511242,0.21766612,0.17032604,0.19723952,0.28914878,0.42004973,0.46496195,0.42870837,0.37505323,0.4340747,0.49480283,0.5933202,dog_bark
0.12748374277456648,1969.6843467572155,3351.8359939486995,10.91981761724433,10.743684062202256,14.45070736507269,17.905795585197378,21.374787409328842,17.615270725900594,48.507964183989664,-349.31238,106.11931,-72.0572,-37.7651,1.4967228,4.0355735,-12.168909,7.2013164,2.2023556,15.4144745,3.1212134,-9.263366,-2.209704,0.40086982,0.15616009,0.112674765,0.15748683,0.2277514,0.31736436,0.41573685,0.33787572,0.330916,0.37389114,0.46789497,0.7403704,dog_bark
0.1286240065028902,1925.4205979614417,3205.833408598266,10.992462968861187,11.053077895896656,14.063499115017454,17.634974989207777,22.005064848681908,17.91052835456523,48.51196226667399,-339.39673,111.770004,-75.15048,-41.024506,2.9802725,5.7614245,-14.619358,3.940057,-1.443247,12.887111,2.0927465,-8.615122,0.09998423,0.3304138,0.13768978,0.1332162,0.1928389,0.22058621,0.38110414,0.4527711,0.37197337,0.3453699,0.39708054,0.5334315,0.6291831,dog_bark
0.1847227239884393,2646.4066190194335,4699.403760612356,12.098818426387012,10.962546497538376,12.441375927675605,12.717349725264544,13.621214291693864,17.37031007588208,48.15543308909844,-57.486073,83.30601,-52.169006,49.066845,-4.1119003,22.504793,-1.8224657,15.638143,-12.562017,11.327698,-13.749966,14.511513,-10.907585,0.7149445,0.7372756,0.6962969,0.62557274,0.6184935,0.85796636,0.8227105,0.7254479,0.7118117,0.6269137,0.75099623,0.7993219,air_conditioner
0.18060479136560695,2613.166921062666,4647.313324151011,12.583241378411424,11.375211590569247,12.460272407771358,12.979647097763381,13.775116708689845,17.28089604459553,48.115878580151616,-54.589134,84.842155,-52.284252,49.62088,-3.4348695,23.073126,-1.3914557,15.268134,-13.295452,11.4862585,-13.202298,14.379459,-11.191127,0.66473895,0.7071688,0.7027663,0.620326,0.6199079,0.89981323,0.83511645,0.7208089,0.6966978,0.62695664,0.75816256,0.77670085,air_conditioner
0.18255791636560695,2691.3236429288495,4907.018690164378,12.754217306170954,11.07200823375481,13.276751381833696,13.01989428232588,13.768867035257912,16.963929475661324,48.72903384634418,-46.211365,80.176834,-47.57328,48.673973,-1.7851986,23.37396,-3.5757115,16.00781,-13.241863,12.2547865,-11.546108,13.81401,-10.909466,0.6929239,0.68333954,0.6781768,0.65047115,0.6018608,0.72503924,0.9385617,0.77699816,0.7009753,0.6253757,0.5977533,0.7000858,air_conditioner
